"X","Class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","print","population","habitat"
7574,"Edible","b","s","g","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","s","g"
7575,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","l"
7576,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","p"
7577,"Edible","k","f","g","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","n","g"
7578,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7579,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","l"
7580,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","p"
7581,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7582,"Edible","k","f","w","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","n","g"
7583,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","d"
7584,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","d"
7585,"Edible","b","f","w","f","Musty","f","w","b","g","e","?","k","s","w","w","p","w","t","p","White","s","g"
7586,"Edible","x","s","g","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","n","g"
7587,"Edible","b","s","g","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","s","g"
7588,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","p"
7589,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","p"
7590,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","d"
7591,"Edible","b","s","w","f","Musty","f","w","b","w","e","?","s","k","w","w","p","w","t","p","White","s","g"
7592,"Poisonous","f","s","e","f","Creosote","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","d"
7593,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","d"
7594,"Edible","k","s","w","f","Musty","f","w","b","p","e","?","s","k","w","w","p","w","t","p","White","s","g"
7595,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","d"
7596,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","l"
7597,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","d"
7598,"Edible","x","s","n","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7599,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","p"
7600,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","p"
7601,"Poisonous","b","y","y","f","Musty","f","w","n","w","e","c","y","y","y","y","p","y","o","e","White","c","l"
7602,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","l"
7603,"Edible","x","s","n","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","y","p"
7604,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","p"
7605,"Edible","k","f","g","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7606,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7607,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","d"
7608,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","l"
7609,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","l"
7610,"Edible","x","f","g","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","n","g"
7611,"Edible","b","s","w","f","Musty","f","w","b","g","e","?","k","s","w","w","p","w","t","p","White","n","g"
7612,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","d"
7613,"Edible","b","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","o","o","p","Chocolate","c","l"
7614,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","p"
7615,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","p"
7616,"Edible","b","s","g","f","Musty","f","w","b","g","e","?","k","s","w","w","p","w","t","p","White","s","g"
7617,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","p"
7618,"Edible","b","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Green","v","l"
7619,"Poisonous","f","s","n","f","Spicy","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","p"
7620,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","d"
7621,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","l"
7622,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","l"
7623,"Edible","b","f","g","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","n","g"
7624,"Edible","k","s","w","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","s","g"
7625,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","l"
7626,"Poisonous","f","y","n","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7627,"Edible","x","s","w","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7628,"Edible","x","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Black","c","l"
7629,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","p"
7630,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","l"
7631,"Edible","k","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Black","v","l"
7632,"Edible","b","f","w","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","s","g"
7633,"Edible","x","s","w","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","n","g"
7634,"Poisonous","f","y","e","f","Spicy","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","p"
7635,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","l"
7636,"Poisonous","x","y","e","f","Foul","f","c","b","y","e","c","k","y","c","c","p","w","n","n","White","c","d"
7637,"Edible","f","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Yellow","c","l"
7638,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","d"
7639,"Poisonous","x","s","n","f","Pungent","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","d"
7640,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","d"
7641,"Edible","b","s","w","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","s","g"
7642,"Edible","b","s","g","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","s","g"
7643,"Edible","k","f","g","f","Musty","f","w","b","g","e","?","k","s","w","w","p","w","t","p","White","n","g"
7644,"Edible","k","f","g","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","n","g"
7645,"Edible","x","f","w","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","n","g"
7646,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","p"
7647,"Poisonous","f","y","e","f","Pungent","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","l"
7648,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","l"
7649,"Poisonous","f","s","n","f","Creosote","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","l"
7650,"Edible","b","s","w","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","s","g"
7651,"Edible","k","s","w","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","s","g"
7652,"Edible","b","f","w","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","n","g"
7653,"Edible","f","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Black","c","l"
7654,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","d"
7655,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","p"
7656,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","p"
7657,"Poisonous","f","y","n","f","Spicy","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","d"
7658,"Poisonous","x","s","e","f","Creosote","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","l"
7659,"Edible","f","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","o","o","p","Green","v","l"
7660,"Edible","k","f","w","f","Musty","f","w","b","w","e","?","s","k","w","w","p","w","t","p","White","s","g"
7661,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","d"
7662,"Poisonous","x","s","n","f","Spicy","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","d"
7663,"Edible","b","f","g","f","Musty","f","w","b","w","e","?","s","k","w","w","p","w","t","p","White","s","g"
7664,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7665,"Edible","b","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Yellow","c","l"
7666,"Edible","f","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","o","o","p","Chocolate","v","l"
7667,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","p"
7668,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7669,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","p"
7670,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","p"
7671,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7672,"Edible","x","s","g","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","s","g"
7673,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","d"
7674,"Edible","f","y","c","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7675,"Edible","b","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Chocolate","v","l"
7676,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","l"
7677,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","d"
7678,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","p"
7679,"Edible","b","f","g","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","s","g"
7680,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","p"
7681,"Edible","b","f","w","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7682,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7683,"Edible","x","s","w","f","Musty","f","w","b","p","e","?","s","k","w","w","p","w","t","p","White","s","g"
7684,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","l"
7685,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","d"
7686,"Edible","x","s","w","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","n","g"
7687,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","d"
7688,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","p"
7689,"Edible","k","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","n","o","p","Green","v","l"
7690,"Edible","k","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","n","o","p","Chocolate","v","l"
7691,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","l"
7692,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","p"
7693,"Edible","k","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Chocolate","c","l"
7694,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","d"
7695,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","d"
7696,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7697,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7698,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","l"
7699,"Edible","k","f","w","f","Musty","f","w","b","w","e","?","s","k","w","w","p","w","t","p","White","n","g"
7700,"Edible","b","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Chocolate","v","l"
7701,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","d"
7702,"Edible","f","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","o","o","p","Black","v","l"
7703,"Edible","f","y","n","f","Musty","f","c","b","w","e","b","y","y","n","n","p","w","t","p","White","y","p"
7704,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","l"
7705,"Edible","f","s","g","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","y","p"
7706,"Edible","x","s","p","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7707,"Poisonous","c","y","y","f","Musty","f","w","n","w","e","c","y","y","y","y","p","y","o","e","White","c","l"
7708,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","p"
7709,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","d"
7710,"Poisonous","k","y","e","f","Foul","a","c","b","y","e","c","k","y","c","c","p","w","n","n","White","c","d"
7711,"Edible","b","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Green","v","l"
7712,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","l"
7713,"Edible","x","s","w","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","s","g"
7714,"Poisonous","x","s","e","f","Creosote","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","l"
7715,"Poisonous","x","y","c","f","Foul","f","c","b","w","e","c","k","y","c","c","p","w","n","n","White","c","d"
7716,"Poisonous","f","s","n","f","Pungent","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","l"
7717,"Edible","k","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Black","c","l"
7718,"Edible","b","y","n","f","Musty","f","c","b","w","e","b","y","y","n","n","p","w","t","p","White","y","d"
7719,"Poisonous","f","s","n","f","Pungent","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","d"
7720,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","p"
7721,"Edible","b","s","g","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","s","g"
7722,"Edible","x","y","n","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7723,"Poisonous","f","s","n","f","Pungent","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","p"
7724,"Edible","k","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","n","o","p","Yellow","c","l"
7725,"Edible","b","f","w","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","n","g"
7726,"Edible","x","f","w","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","n","g"
7727,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","d"
